1,1,0.99973,0.999463,0.996014,0.999846
1,1,0.99973,0.999463,0.996014,0.999846
0.99973,0.99973,1,0.999955,0.993671,0.999168
0.999463,0.999463,0.999955,1,0.992556,0.998734
0.996014,0.996014,0.993671,0.992556,1,0.997426
0.999846,0.999846,0.999168,0.998734,0.997426,1
